100, 100, 79, 0.0001
100, 100, 66, 0.0001
100, 100, 99, 0.0001
100, 100, 89, 0.0001
100, 100, 71, 0.0001
100, 300, 78, 0.0001
100, 300, 34, 0.0001
100, 300, 65, 0.0001
100, 300, 10, 0.0001
100, 300, 58, 0.0001
100, 500, 96, 0.0001
100, 500, 57, 0.0001
100, 500, 80, 0.0001
100, 500, 49, 0.0001
100, 500, 70, 0.0001
100, 1000, 99, 0.0001
100, 1000, 74, 0.0001
100, 1000, 52, 0.0001
100, 1000, 37, 0.0001
100, 1000, 68, 0.0001
100, 2000, 40, 0.0001
100, 2000, 25, 0.0001
100, 2000, 95, 0.0001
100, 2000, 4, 0.0001
100, 2000, 37, 0.0001
100, 4000, 4, 0.0001
100, 4000, 81, 0.0001
100, 4000, 31, 0.0001
100, 4000, 87, 0.0001
100, 4000, 31, 0.0001
300, 100, 187, 0.0003
300, 100, 196, 0.0003
300, 100, 77, 0.0002
300, 100, 104, 0.0003
300, 100, 196, 0.0002
300, 300, 218, 0.0003
300, 300, 231, 0.0003
300, 300, 289, 0.0003
300, 300, 31, 0.0003
300, 300, 33, 0.0003
300, 500, 143, 0.0003
300, 500, 249, 0.0003
300, 500, 259, 0.0003
300, 500, 34, 0.0003
300, 500, 29, 0.0003
300, 1000, 165, 0.0003
300, 1000, 267, 0.0003
300, 1000, 181, 0.0003
300, 1000, 47, 0.0003
300, 1000, 76, 0.0003
300, 2000, 136, 0.0003
300, 2000, 204, 0.0003
300, 2000, 288, 0.0003
300, 2000, 1, 0.0003
300, 2000, 105, 0.0003
300, 4000, 282, 0.0003
300, 4000, 143, 0.0003
300, 4000, 98, 0.0003
300, 4000, 154, 0.0003
300, 4000, 94, 0.0002
500, 100, 82, 0.0004
500, 100, 388, 0.0004
500, 100, 133, 0.0004
500, 100, 204, 0.0004
500, 100, 331, 0.0004
500, 300, 139, 0.0004
500, 300, 339, 0.0004
500, 300, 186, 0.0004
500, 300, 251, 0.0002
500, 300, 248, 0.0004
500, 500, 10, 0.0004
500, 500, 170, 0.0004
500, 500, 341, 0.0004
500, 500, 367, 0.0004
500, 500, 225, 0.0004
500, 1000, 247, 0.0005
500, 1000, 48, 0.0004
500, 1000, 433, 0.0004
500, 1000, 131, 0.0004
500, 1000, 12, 0.0004
500, 2000, 291, 0.0004
500, 2000, 237, 0.0004
500, 2000, 63, 0.0004
500, 2000, 391, 0.0004
500, 2000, 187, 0.0004
500, 4000, 155, 0.0003
500, 4000, 115, 0.0004
500, 4000, 141, 0.0003
500, 4000, 392, 0.0004
500, 4000, 474, 0.0004
1000, 100, 419, 0.0006
1000, 100, 560, 0.0006
1000, 100, 181, 0.0006
1000, 100, 724, 0.0006
1000, 100, 199, 0.0006
1000, 300, 749, 0.0008
1000, 300, 898, 0.0008
1000, 300, 447, 0.0007
1000, 300, 587, 0.0007
1000, 300, 467, 0.0007
1000, 500, 439, 0.0007
1000, 500, 80, 0.0007
1000, 500, 968, 0.0007
1000, 500, 772, 0.0007
1000, 500, 505, 0.0007
1000, 1000, 248, 0.0007
1000, 1000, 587, 0.0007
1000, 1000, 758, 0.0005
1000, 1000, 747, 0.0006
1000, 1000, 787, 0.0006
1000, 2000, 384, 0.0007
1000, 2000, 399, 0.0006
1000, 2000, 653, 0.0007
1000, 2000, 166, 0.0007
1000, 2000, 597, 0.0007
1000, 4000, 487, 0.0007
1000, 4000, 532, 0.0006
1000, 4000, 328, 0.0006
1000, 4000, 397, 0.0006
1000, 4000, 986, 0.0006
2000, 100, 154, 0.001
2000, 100, 1453, 0.001
2000, 100, 965, 0.001
2000, 100, 557, 0.001
2000, 100, 714, 0.001
2000, 300, 1776, 0.0017
2000, 300, 126, 0.0012
2000, 300, 1584, 0.0011
2000, 300, 1347, 0.0012
2000, 300, 1732, 0.0011
2000, 500, 1089, 0.0012
2000, 500, 1152, 0.0012
2000, 500, 1968, 0.0012
2000, 500, 668, 0.0012
2000, 500, 1253, 0.0012
2000, 1000, 252, 0.0012
2000, 1000, 240, 0.0013
2000, 1000, 1353, 0.0013
2000, 1000, 1706, 0.0011
2000, 1000, 1588, 0.0011
2000, 2000, 1045, 0.0012
2000, 2000, 1172, 0.0011
2000, 2000, 285, 0.0011
2000, 2000, 1085, 0.0011
2000, 2000, 1999, 0.0011
2000, 4000, 1176, 0.0011
2000, 4000, 1067, 0.0011
2000, 4000, 1028, 0.0011
2000, 4000, 118, 0.0012
2000, 4000, 704, 0.0012
4000, 100, 2531, 0.002
4000, 100, 1995, 0.001
4000, 100, 1179, 0.0019
4000, 100, 2839, 0.0019
4000, 100, 3727, 0.0019
4000, 300, 173, 0.002
4000, 300, 2795, 0.0023
4000, 300, 3254, 0.0022
4000, 300, 2717, 0.0022
4000, 300, 371, 0.002
4000, 500, 2496, 0.002
4000, 500, 3733, 0.0022
4000, 500, 866, 0.0022
4000, 500, 1377, 0.0023
4000, 500, 818, 0.0022
4000, 1000, 2358, 0.0022
4000, 1000, 2785, 0.0021
4000, 1000, 1967, 0.0023
4000, 1000, 3336, 0.0023
4000, 1000, 219, 0.0023
4000, 2000, 2032, 0.0023
4000, 2000, 2908, 0.0022
4000, 2000, 2355, 0.0022
4000, 2000, 1157, 0.0022
4000, 2000, 1952, 0.0023
4000, 4000, 3560, 0.0022
4000, 4000, 1741, 0.0022
4000, 4000, 3965, 0.0022
4000, 4000, 3617, 0.0023
4000, 4000, 1232, 0.0022
5000, 100, 357, 0.0022
5000, 100, 4660, 0.0022
5000, 100, 1393, 0.0022
5000, 100, 4959, 0.0022
5000, 100, 4333, 0.0023
5000, 300, 656, 0.0027
5000, 300, 4943, 0.0025
5000, 300, 674, 0.0026
5000, 300, 865, 0.0026
5000, 300, 1410, 0.0028
5000, 500, 401, 0.0027
5000, 500, 2152, 0.0027
5000, 500, 1174, 0.0027
5000, 500, 2543, 0.0028
5000, 500, 2569, 0.0028
5000, 1000, 4297, 0.003
5000, 1000, 206, 0.0028
5000, 1000, 1427, 0.0029
5000, 1000, 3291, 0.0032
5000, 1000, 3998, 0.0029
5000, 2000, 2864, 0.0027
5000, 2000, 3872, 0.0028
5000, 2000, 1777, 0.0028
5000, 2000, 309, 0.0026
5000, 2000, 3340, 0.0028
5000, 4000, 4198, 0.0028
5000, 4000, 2577, 0.0028
5000, 4000, 1890, 0.0027
5000, 4000, 519, 0.0027
5000, 4000, 3458, 0.0028
8000, 100, 4870, 0.0036
8000, 100, 3362, 0.0034
8000, 100, 7744, 0.0033
8000, 100, 858, 0.0034
8000, 100, 4732, 0.0033
8000, 300, 7602, 0.0043
8000, 300, 1426, 0.0043
8000, 300, 1632, 0.0043
8000, 300, 6714, 0.0044
8000, 300, 2980, 0.0042
8000, 500, 2036, 0.0041
8000, 500, 4880, 0.0038
8000, 500, 2282, 0.0041
8000, 500, 2495, 0.0041
8000, 500, 5132, 0.0037
8000, 1000, 5227, 0.0043
8000, 1000, 3691, 0.0042
8000, 1000, 7397, 0.0041
8000, 1000, 6781, 0.0041
8000, 1000, 6559, 0.0043
8000, 2000, 1719, 0.0044
8000, 2000, 7553, 0.0045
8000, 2000, 5576, 0.0047
8000, 2000, 6708, 0.0045
8000, 2000, 1874, 0.0045
8000, 4000, 3431, 0.0051
8000, 4000, 865, 0.0046
8000, 4000, 2780, 0.0046
8000, 4000, 6475, 0.0043
8000, 4000, 3920, 0.0051
10000, 100, 6589, 0.0052
10000, 100, 3586, 0.0049
10000, 100, 747, 0.005
10000, 100, 7070, 0.0052
10000, 100, 4542, 0.005
10000, 300, 3977, 0.005
10000, 300, 9316, 0.0051
10000, 300, 2174, 0.0048
10000, 300, 7818, 0.005
10000, 300, 4002, 0.0049
10000, 500, 1202, 0.0056
10000, 500, 2989, 0.0056
10000, 500, 3513, 0.0055
10000, 500, 6754, 0.0056
10000, 500, 1020, 0.0055
10000, 1000, 8750, 0.0057
10000, 1000, 7214, 0.0058
10000, 1000, 4891, 0.0057
10000, 1000, 1946, 0.0057
10000, 1000, 5570, 0.0054
10000, 2000, 3288, 0.0057
10000, 2000, 2224, 0.0063
10000, 2000, 5289, 0.0056
10000, 2000, 8465, 0.0053
10000, 2000, 3483, 0.0058
10000, 4000, 82, 0.0058
10000, 4000, 4630, 0.0058
10000, 4000, 446, 0.0058
10000, 4000, 1459, 0.0058
10000, 4000, 7284, 0.0059
